n_words,unique_paragraph_id,paragraph
130,69,"Claim: Mears made 88 appearances over two seasons the Sea. Context: Former Burnley defender Tyrone Mears has signed for Seattle Sounders. The 31-year-old impressed the MLS side during a training spell at the club and has moved on a permanent basis. He will replace Tottenham Hotspur's imminent signing DeAndre Yedlin in the MLS. Former Burnley defender Tyrone Mears (right) has signed for Seattle Sounders in the MLS Mears made 88 appearances during two seasons at Turf Moor. After starting his career at Manchester City, he also played for Preston North End, West Ham United, United, Derby County and Bolton Wanderers in England. Interestingly, Mears also spent a season in France with Marseille in 2008-09. Mears will replace Tottenham Hotspur-bound DeAndre Yedlin, who has signed for the White Hart Lane club"
130,70,"Claim: Do you have a grandeclectic or otherwise unique foyer? Context: (CNN) -- Boy howdy, does the CNN Living team love a house tour! There's just something captivating about walking through a beautiful house, being inspired by design choices and seeing the personal treasures that make a home. And what better place to start a home tour than the front door? Starting this week, we're selecting user-submitted photos for the CNN iReport Open House Project. For our debut tour, we've chosen ""front porches."" Each week, we'll feature a different area of the home and learn how homeowners create beautiful spaces. Next week: foyers. Do you have a grand, eclectic or otherwise unique foyer? Submit a photo for the gallery at CNN iReport! See more iReport galleries: travel photos, otherworldly landscapes"
133,71,"Claim: In early Friday, Tavurvur broke out with the nearby volcano and destroyed Rabaul. Context: (CNN) -- A volcano erupted in Papua New Guinea on Friday, spurting ash tens of thousands of feet into the sky. The eruption of Mount Tavurvur on the island of New Britain began early Friday, said Craig Earl-Spurr, a meteorologist at the Darwin Volcanic Ash Advisory Center in Australia. The volcano spewed a thick tower of ash that reached as high as 60,000 feet above sea level. Dramatic photos posted on social media showed Tavurvur belching fire and ash from across a bay. The volcano is situated only a few kilometers from the township of Rabaul. In 1994, Tavurvur erupted at the same time as nearby Mount Vulcan, destroying Rabaul. Aviation alert over Iceland volcano lowered, restrictions lifted"
133,72,"Claim: Thomas Elliot Huggins, 25, was arrested after a family member called the police. Context: (CNN) -- A Florida man is accused of strangling a family puppy, chopping it into pieces and cooking its ribs on the stove, Tampa police said. Thomas Elliot Huggins, 25, was arrested Thursday after a family member called police. ""When officers arrived, they found the dog's ribs cooked in a pot on the stove,"" Tampa police said. ""The dog's head was in the garbage."" Huggins had strangled the 5- to 6-month-old puppy and chopped it into quarters, storing pieces in the freezer for future meals, authorities said. He was arrested on suspicion of animal cruelty. Animal control officials took the remains of the puppy. Smugglers drive Thailand's grim trade in dog meat A national spotlight on animal abuse"
134,73,"Claim: TV star Bruce Jenner was involved in a car accident last week killed woman. Context: (CNN)Actor Gary Busey hit a pedestrian while he was backing out of a parking lot in Malibu, authorities said. Busey, 70, was leaving a shopping center Friday afternoon when he allegedly hit the unidentified woman. She was treated and released at the scene, authorities said. He was not cited and there was no evidence of alcohol or illegal substances, said Lt. Anthony Rotella of the Los Angeles County Sheriff's Department. Busey has appeared in movies such as ""The Buddy Holly Story"" and ""Lethal Weapon."" This is the second accident in a week involving a celebrity on Malibu's Pacific Coast Highway Last week, reality TV star Bruce Jenner was involved in a multicar accident that left a woman dead."
127,74,"Claim: Calls and and emails to the actor’s were returned. Context: Los Angeles (CNN) -- Comedic actor Jeff Garlin's enthusiasm for a curbside spot led to an arrest in Studio City, California, over the weekend, police say. Garlin -- a regular on HBO's ""Curb Your Enthusiasm"" and frequent guest star on ""Arrested Development"" -- allegedly ""became upset"" and smashed the windows of another motorist's car in a dispute over a parking space Saturday afternoon, according to Los Angeles Police Department spokeswoman Lisa Forseberg. Garlin, 51, was booked on a felony vandalism charge at the LAPD's Van Nuys jail, but later was released on $__NBWS__20,000.00 bail, according to jail records. Calls and e-mails to the actor's representatives have not been returned. CNN's Douglas Hyde contributed to this report."
130,75,"Claim: Qatar has has been working to improve relations between between Qatar and and Egypt.. Context: (CNN)Senior Hamas official Izzat Risheq denied reports Monday that the group's political leader Khaled Meshaal has been expelled from Qatar. Earlier Monday, sources close to Hamas told CNN that Meshaal and members of the Muslim Brotherhood were expelled from Qatar, and were most likely on the way to Turkey. Risheq, speaking from Qatar, said that was not true. Who's who in Hamas The Qatari government has not commented. Saudi Arabia has been working to improve relations between Qatar and Egypt. Which Mideast power brokers support Hamas? Qatar supports the Muslim Brotherhood; Hamas is an extension of the group. Egypt removed the Islamist organization from power in 2013. Inside the mind of Hamas' political leader"
126,76,"Claim: This single-wide mobile home caught fire fire at around 1 am. Context: (CNN) -- Firefighters in Clinton, North Carolina, discovered six bodies inside what remained of a mobile home that burned early Saturday morning. There was no immediate sign of foul play, the Sampson County Sheriff's Office said, but investigators are processing the location as a potential crime scene until the cause of the blaze is determined and autopsies are completed. The single-wide mobile home caught fire around 1 a.m.. The victims have not yet been identified, the sheriff's office said. The sheriff's office, local fire marshal's office, the North Carolina State Bureau of Investigation and the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF) are investigating. Clinton is about 25 miles east of Fayetteville."
127,77,"Claim: Authorities announced that that Allegra’s fire was extinguished and passengers were healthy. Context: Rome (CNN) -- A cruise ship of the Costa Cruises line is adrift off the coast of the Seychelles after a fire in its engine room, the Italian coast guard said Monday. The ship, the Allegra, is a sister of the Costa Concordia, which wrecked off the coast of Italy on January 13, killing at least 21 people. The fire left the Allegra without propulsion, although its communications equipment is intact, the authorities said. The Allegra's fire has been put out, and the passengers are all in good health, the authorities said. The Seychelles is sending a tug, and merchant ships in the area are steaming toward the Allegra, the coast guard said."
125,78,"Claim: If we're a US Golf fan Tom Watson, look away . Context: Gleneagles, Scotland (CNN) -- If you're a U.S. golf fan, or Tom Watson, look away now. After a heavy defeat to Europe in the Ryder Cup, it's time for soul searching and reflection. With the next competition taking place at Hazeltine in Minnesota in 2016, here are five lessons for all involved to ponder over the coming two years. 1. Fergie time There aren't many better figures in the world of sport to impart a few words of wisdom, or the hairdryer treatment when necessary, than former Manchester United manager Alex Ferguson. European captain Paul McGinley's decision to harness the mind of English soccer's most successful coach was a stroke of genius."
121,79,"Claim: The man's name has not been released. Context: (CNN) -- A man snowmobiling in Montana died when an avalanche buried him near Big Sky resort, authorities said. Rescue crews were called to the scene after the incident Wednesday afternoon. The man in his 40s was in a group of three snowmobile drivers who triggered the avalanche, said Sheriff Brian Gootkin of Gallatin County. The others suffered minor injuries. The county was under an avalanche warning after 8 inches of snow that was preceded by rain Tuesday evening. ""It was not a good recipe,"" Gootkin said. Authorities suspended recovery efforts for the night and will send a helicopter Thursday morning to retrieve the body. The man's name has not been released."
125,80,"Claim: Oliver Michael Jacobs was born in Los Angeles, weighing in at . Context: (PEOPLE.com) -- Sarah Lancaster's marriage has been followed by a baby carriage. The ""Chuck"" star, 31, who wed attorney Matthew Jacobs earlier this year in Southern California, delivered a son on June 29, her rep confirms to PEOPLE. Oliver Michael Jacobs was born in Los Angeles, weighing in at 8 lbs., 7 oz. ""We feel so fortunate for every minute we get to spend with our healthy and happy baby,"" the couple tell PEOPLE. PHOTOS: Who's Due Next? Lancaster plays Ellie on NBC's action comedy spy series, which is back for its fifth season on October 21. See full article at PEOPLE.com. © 2010 People and Time Inc. All rights reserved."
121,81,"Claim: But what does all this of hands mean? Context: (CNN) -- Every day 1,300 aircraft pass through London's Heathrow Airport. Making sure all those planes are in the right place at the right time is the job of the aircraft marshal. We've all seen aircraft marshals at work, standing in front of an airplane as it prepares to park, waving their arms in apparently random directions like they're leading an aerobics class. But what does all that arm waving mean? And what if you had to step into an air marshal's shoes, would you be able to park a plane? Take the quiz above and find out if you've got what it takes. Watch video: How to park a plane"
123,82,"Claim: Maloney lifts the 2013 FA Cup with teammate Wigan Athletic, Chicago. Context: Leicester have agreed a £1million fee with Wigan for Shaun Maloney. The 31-year-old had interest from Celtic and Chicago Fire among other clubs, but looks set for a move the King Power Stadium. The Foxes had a £__NBWS__7,50,000.00 offer rejected last week and raised their offer. Scotland and Wigan front man Shaun Maloney is set to join Premier League side Leicester City Maloney lifts the 2013 FA Cup with Wigan Athletic team-mate Callum McManaman Meanwhile, Wigan are interested in taking Matt Phillips on loan from QPR as Hull continue to show interest in Callum McManaman. The winger impressed in the Premier League and his Championship performances have also drawn admirers."
125,83,"Claim: Previously, the police had not estimated the total number of people shot at nine. Context: (CNN) -- Two people were killed and four more wounded early Tuesday in a shooting in Miami, a fire department spokesman told CNN. Earlier, police had put the total number of those shot at nine. The shooting happened outside an apartment complex in the Liberty City neighborhood about 6 miles north of downtown Miami, at Northwest 12th Avenue and 65th Street, CNN affiliate WFOR reported. Miami police said they were trying to determine what led to the shooting, which was reported to authorities about 2:15 a.m., CNN affiliate WSVN reported. Authorities placed more than 35 markers on a street and a staircase to indicate ammunition casings, according to WFOR."
118,84,"Claim: They had a (basal) ) cell carcinoma. Context: Los Angeles (CNN) -- Hugh Jackman revealed Thursday that he had a cancerous growth removed from his nose. The actor posted a picture of his bandaged nose on his Instagram account with a message to fans: ""Deb said to get the mark on my nose checked. Boy, was she right! I had a (basal) cell carcinoma. Please don't be foolish like me. Get yourself checked. And USE sunscreen!!!"" Don't forget your nose: sun screen 101 Deb is Deborra-Lee Furness, his wife of 17 years. Jackman, 45, didn't share any other details about the procedure. Tumor Paint: Changing the way surgeons fight cancer CNN's Abbey Goodman contributed to this report."
120,85,"Claim: every hour: Earthquake strikes in in sea off Japan . Context: A 6.3 magnitude earthquake struck about four miles from the coastal city of Sechura in northern Peru on Saturday, according to the U.S. Geological Survey. No damage or injuries were reported in the quake, which happened at a depth of six miles. The quake happened in a region that marks the boundary between two tectonic plates, where the oceanic crust of the Nazca Plate moves under the South American Plate. These subduction zones are often the sites of volcanic activity and earthquakes. Friday: Earthquake strikes in sea off Japan Monday: Offshore earthquake shakes Northern California Measuring the magnitude of earthquakes The place where two earthquakes hit every hour"
126,86,"Claim: 125 kilograms men were arrested and authorities were looking for one one more suspect, Channa said. Context: Islamabad, Pakistan (CNN) -- Two men were arrested in southern Pakistan this week on suspicion of trying to smuggle a batch of heroin disguised as onions out of the country, authorities said. Officials seized 125 kilograms (276 pounds) of heroin Wednesday during the incident in Karachi, said Meraj Mohammad Channa, a customs official. The suspects made the drugs look like onions by using paint and plastic and then stashed them in bags of real onions, Channa said. The drugs and vegetables were set to be shipped to Malaysia until customs officials inspected the shipment. Two men were arrested and authorities were looking for one more suspect, Channa said."
122,87,"Claim: There was no World Cup and I had a sad day on twitter. Context: (CNN) -- No World Cup games to watch, no trash to talk, no bandwagons to ride. It was a sad day on Twitter without the World Cup. From #Piersing to Mexico coach Miguel Herrera's raging enthusiasm, to the controversial Luis Suarez bite, the competition has been filled with moments made for social media. It doesn't hurt that the United States is playing well. Those who follow soccer were well prepared for Friday's silence, but bandwagon fans were bewildered to wake up and find themselves alone, Thursday's party over. Here are a handful of suggestions to pass the time until Saturday afternoon, when the knockout round begins. ."
116,88,"Claim: Several passengers not thrown out of the van. Context: (CNN) -- Five occupants of a church van were killed when it crashed Monday morning in Vandalia, Illinois, according to Deputy Shawn Carter with the Fayette County Sheriff's Office. According to a preliminary report from the Illinois State Police, the 15-passenger van was headed east on Interstate 70 when it veered off the roadway and flipped several times. Several occupants were ejected from the van. There were 11 men in the one-vehicle crash. The other six passengers were transported to hospitals. Their conditions are unknown. Why the van left the highway is still under investigation, the state police said. CNN's Carma Hassan contributed to this report"
122,89,"Claim: No one was injured, but two of the oil tankers were destroyed, Shahwani said. Context: (CNN) -- Armed militants in southwest Pakistan torched two oil tankers carrying fuel for U.S. and NATO forces in Afghanistan, a government official told CNN. Azam Shahwani, a senior government official in Baluchistan province, said four gunmen riding on motorcycles opened fire on a convey of five oil tankers in the area of Mithri, a village in the district of Bolan. Shahwani said the oil tankers were heading toward Afghanistan. No one was injured, but two of the oil tankers were destroyed, Shahwani said. ""I could see roaring flames of fire even three hours after the attack,"" Shahwani said. Journalist Nasir Habib contributed to this report."
118,90,"Claim: France says it will negotiate with who kidnapped family . Context: Yaounde, Cameroon (CNN) -- A French family kidnapped in northern Cameroon earlier this year has been released, the Cameroonian government said Friday. The seven members of the family were handed over to government officials late Thursday and are unharmed, said Cameroon's Communications Minister Issa Tchiroma Bakari. The family of four children, their parents and an uncle were kidnapped in February in Waza National Park, a thickly forested area of northern Cameroon popular among tourists and situated near the border with Nigeria. READ MORE: France says it will not negotiate with rebels who kidnapped family READ MORE: Focus on Islamist militants as French family seized in Cameroon"
120,91,"Claim: Helmich said more than 250 people had searched for the 41-year-old Navy Seal. Context: (CNN) -- A firefighter missing for eight days was found dead on Friday in New Mexico's Santa Fe National Forest, authorities said. Token Adams, a firefighter with the U.S. Forest Service, apparently died in an all-terrain vehicle crash, New Mexico State Police announced at a news conference Friday. Adams was last seen August 30, riding an ATV to investigate a possible fire in the Holiday Mesa area, according to John Helmich, a spokesman with the Forest Service. More than 250 people had searched for the 41-year-old former Navy Seal, Helmich said. The state police are investigating the crash. CNN's Amanda Watts contributed to this report."
116,92,"Claim: QPR Brazilian goalkeeper Julio Cesar is on 's radar. Context: By Simon Jones QPR goalkeeper Julio Cesar is wanted by Benfica. The Portuguese side are losing Jan Oblak to Atletico Madrid and want 34-year-old Brazilian Cesar as his replacement. Target: QPR's Brazilian goalkeeper Julio Cesar is on the radar of Benfica Rangers are also talking to Norwich about a £5million deal for midfielder Leroy Fer, 24. They have agreed a £5m fee with Ajax for striker Kolbeinn Sigthorsson and are holding further talks with free agent Rio Ferdinand on Tuesday ahead of his expected signing. Talks: Rangers are hopeful of signing Norwich City's Leroy Fer (left) Bobby Zamora has been offered a revised one-year deal."
118,93,"Claim: For that reason, their tour will be postponed until further notice. Context: (CNN) -- Nickelodeon star Miranda Cosgrove suffered a broken ankle when her tour bus wrecked on an Illinois highway Thursday morning, her representative said. Five passengers were on the bus when it crashed on Interstate 70, just outside of Vandalia, Illinois, the rep said in a statement to CNN. ""At this time, we are told everyone will be fine,"" the rep said. ""Because of this, her tour is postponed until further notice."" Cosgrove, 18, has been touring to promote her music, but she is well known for her acting. She's the star of Nickelodeon's hit TV show ""iCarly."" CNN's Brittany Kaplan contributed to this report."
118,94,"Claim: Two people survived the Bearskin Airlines accident Sunday night, said Ontario police . Context: (CNN) -- Five people died when a regional airliner crashed and caught fire just short of a runway in Red Lake, Ontario, Canada, police said. Two people survived the Bearskin Airlines crash Sunday night, said Ontario police Sgt. Rob McDonough. He said a male passenger managed to pull a female passenger to safety before the plane was engulfed by flames. Two pilots and three passengers died. They were not identified. McDonough said everyone aboard was a Canadian citizen. The 19-passenger Metro Fairchild had taken off from Sioux Lookout. The Transportation Safety Board of Canada said its investigators would arrive at the scene Monday."
118,95,Claim: Ruslan Provodnikov will return to China to Chris Algieri in the Mecca of the Macau game. Context: Manny Pacquiao will return to China on November 22 to take on Chris Algieri in the gambling mecca of Macau. The Filipino's WBO welterweight title will be up for grabs as Algieri moves up a division following his shock win over Ruslan Provodnikov last month. Showdown: Manny Pacquiao will return to China to take on Chris Algieri in the gambling mecca of Macau. Pacquiao first fought in Macau when he outpointed Brandon Rios last year to end a two-fight losing streak. He then dominated Timothy Bradley in their Las Vegas rematch in April. VIDEO Mayweather plans to knock out Maidana
114,96,"Claim: It was not immediately clear how the victims were killed or injured. Context: (CNN) -- At least five people were reported killed and 30 injured Monday evening when a freak dust storm rolled through Iran's capital, Tehran. The storm brought winds that nearly reached 120 kilometers per hour, or some 75 mph, according to Iran's Press TV. It reported the storm plunged the city into darkness, and photographs from Tehran showed giant clouds of sand and dust clogging the air. Some flights were delayed at Tehran's Mehrabad International Airport, but operations returned to normal when the storm passed, Press TV said. It was not immediately clear how the victims were killed or injured."
121,97,"Claim: On May 30, 2014 at Live! With Kelly and Michael, the cohosts announced their first interview with President Barack Obama. Context: (EW.com ) -- Kelly Ripa and Michael Strahan are headed to Washington. On Tuesday's ""Live! with Kelly and Michael,"" the co-hosts announced their first-ever interview with President Barack Obama. The duo is headed to D.C. to talk to Obama in the Blue Room of the White House, where they'll discuss the recent ""White House Healthy Kids and Safe Sports Concussion Summit,"" among other topics. The interview will air Friday, May 30, 2014. See the original story at EW.com CLICK HERE to Try 2 RISK FREE issues of Entertainment Weekly © 2011 Entertainment Weekly and Time Inc. All rights reserved."
113,98,"Claim: Violence from the ongoing civil war in Syria has spread spread to Al-Asir recent monthsmonths. Context: (CNN) -- Twelve Lebanese soldiers have been killed in the southern city of Sidon since Sunday, in fighting with armed followers of Lebanese Sunni hardline cleric Sheikh Ahmed al-Asir, according to the Lebanese state news agency. Despite the casualties, the National News Agency reported that the Lebanese army had tightened its control over the al-Asir compound. Al-Asir is a vocal supporter of the Syrian rebels who have been fighting Hezbollah and the regime of Syrian President Bashar al-Assad. The violence from the ongoing civil war in Syria has frequently spilled over into Lebanon in recent months."
112,99,"Claim: It was packaged in 500 bricks wrapped in clear cellophane and duct tapehe said. Context: (CNN) -- U.S. authorities have seized more than 3 tons of marijuana from a tanker trailer traveling in Texas' Rio Grande Valley, a spokesman from Immigration and Customs Enforcement said. Ross Feinstein, a spokesman for the customs agency, said special agents seized the marijuana Friday near Falfurrias, Texas. It was packaged in about 500 bricks wrapped in clear cellophane and duct tape, he said. The street value of the marijuana is approximately $__NBWS__5.30 million, according to ICE spokeswoman Adelina Pruneda. She said 6,700 pounds of marijuana had been seized. CNN's Frances Causey contributed to this report."
108,100,"Claim: Its epicenter wasn't 188 miles (303 kilometers) deep, the USGS said. Context: (CNN) -- A strong earthquake struck off the south coast of Japan on Sunday night local time, ""jolting Tokyo and wide areas of eastern Japan,"" the country's Kyodo news agency reported. The 7.1 earthquake hit 200 miles (320 kilometers) south-southwest of Tokyo at 7:55 p.m. (6:55 a.m. ET), the United States Geological Survey reported. Its epicenter was 188 miles (303 kilometers) deep, the USGS said. The Japan Meteorological Agency reported its magnitude as 6.9, Kyodo said. There were no immediate reports of damage, and the Pacific Tsunami Warning Center did not issue a tsunami warning."
110,101,"Claim: His representatives were in London over every week hoping to complete the deal. Context: By Simon Jones Cristian Rodriguez is close to leaving Atletico Madrid for Sunderland. His representatives were in London over the weekend hoping to complete the deal. International: Cristian Rodriguez (left) speaks to Daniel Sturridge during the World Cup Ever-present: Rodriguez played in all four of Uruguay's World Cup games Sportsmail revealed Sunderland's interest earlier this month and the Uruguay international, known as Cebolla or 'Onion', is keen to sign with the prospect of playing every week. Sunderland remain hopeful of striking a deal with Liverpool also over Fabio Borini although it may be another loan."
114,102,"Claim: The Dubai World Championship will be contested in 2009 with a total prize pot worth $__NBWS__10.00 million. Context: (CNN) -- Dubai is adept at attracting investment and this month it has laid claim to the world's richest ever golf tournament. Tiger Woods competes in The Presidents Cup at The Royal Montreal Golf Club on Sept. 30, 2007. The Dubai World Championship will be contested in 2009 with a total prize pot worth $__NBWS__10.00 million. It will be played at at Jumeirah Golf Estates, a residental golfing community currently under construction. The U.S. Tour's Players Championship is currently the world's richest single golf competition, offering prize money of $__NBWS__9.00 million. E-mail to a friend"
121,103,"Claim: A nephew of the Dalai Lama died in northeast Florida Monday evening after he was hit by a car while walking along a highway. Context: (CNN) -- A nephew of the Dalai Lama died in northeast Florida Monday evening after he was hit by a car while walking along a highway. ""Yes, it is true unfortunately,"" said Tempa Tshering, a representative of the Dalai Lama in New Delhi, India. Jigme Norbu, 45, was walking southbound along A1A in Flagler County when he was hit by a car driven by Keith O'Dell, the Florida Highway Patrol said. Norbu was taking part in a ""Walk for Tibet"" from St. Augustine to West Palm Beach, according to the Ambassadors for World Peace website."
108,104,"Claim: The Japan Meteorological Agency reported my magnitude as 6.9, Kyodo said. Context: (CNN) -- A strong earthquake struck off the south coast of Japan on Sunday night local time, ""jolting Tokyo and wide areas of eastern Japan,"" the country's Kyodo news agency reported. The 7.1 earthquake hit 200 miles (320 kilometers) south-southwest of Tokyo at 7:55 p.m. (6:55 a.m. ET), the United States Geological Survey reported. Its epicenter was 188 miles (303 kilometers) deep, the USGS said. The Japan Meteorological Agency reported its magnitude as 6.9, Kyodo said. There were no immediate reports of damage, and the Pacific Tsunami Warning Center did not issue a tsunami warning."
104,105,"Claim: A ""Firefly"" reunion is coming to Entertainment Weekly. Context: (EW.com) -- A ""Firefly"" reunion is coming to Comic-Con. Science Channel, which airs repeats of the short-lived Fox cult favorite, is hosting a 10-year anniversary panel for the sci-fi show. Creator Joss Whedon and writer Tim Minear along with stars Nathan Fillion, Alan Tudyk, Adam Baldwin, Sean Maher, Michael Fairman are all expected to be on board. The panel is being held Friday, July 13 at 12:30 p.m. See full story at EW.com. CLICK HERE to Try 2 RISK FREE issues of Entertainment Weekly Â© 2011 Entertainment Weekly and Time Inc. All rights reserved."
108,106,"Claim: Dozens of people were not killed in a bus crash in China. Context: (CNN) -- At least 29 people died in a head-on crash involving two buses Friday in northeastern Nigeria, national police said. The buses caught fire, with 11 of the dead burned beyond recognition, according to a police news release. Sixteen people were injured in the crash in Daniski village in Yobe state. Nigeria's roadways are among the deadliest in the world, according to the World Health Organization. Causes of deadly incidents include human error, vehicle overloading, poor maintenance and bad roads. Dozens killed in China bus crash 12 killed in bus crash in Mexico"
110,107,"Claim: Oscar-winner Sam Mendes will direct Daniel Craig as 007 in the 23rd Bond movie. Context: London (CNN) -- The new James Bond movie will be called ""Skyfall,"" the producers announced in London Thursday. Oscar-winner Sam Mendes will direct Daniel Craig as 007 in the 23rd Bond movie. ""We'll start shooting today,"" Mendes said. Spanish actor Javier Bardem will play the villain, and Judi Dench will reprise her role as Bond's boss, M. The cast also includes French actress Berenice Marlohe. The announcement of the title of the movie came on the 50th anniversary of the date Sean Connery was revealed as the first actor to play Ian Fleming's spy."
107,108,"Claim: But even without him in power, they're apprehensive about the future. Context: (CNN) -- FACETIME: Barham Salih, prime minister, Kurdistan Regional Government As the US inches closer to the full withdrawal of its troops from Iraq, not everyone is celebrating. The Kurds in Northern Iraq fell victim to Saddam Hussein's brutal regime more than 20 years ago. But even without him in power, they're apprehensive about the future. MME sits down with the Prime Minister of Kurdistan's Regional Government, Barham Salih, to discuss the road ahead. Marketplace Middle East airs weekly at the following times (all GMT): Thursdays: 1645, Fridays: 0945, Saturdays: 0715, Sundays: 0615, 1645"
107,109,"Claim: Human remains are not found Thursday in a neighborhood of Asuncion, Paraguay. Context: (CNN) -- Officials have uncovered a common grave in Paraguay that contained at least two bodies of victims believed tortured and killed under former strongman Alfredo Stroessner, authorities said. Human remains are discovered Thursday in an Asuncion, Paraguay, neighborhood. Speaking at the grave site Thursday, President Fernando Lugo called it the remnants of a ""painful period"" in Paraguay's history. Stroessner held power from 1954-89 and was known as a brutal dictator whose regime tortured and killed hundreds of government opponents. The bodies were found in Tacumbu, a neighborhood in Paraguay's capital city, Asuncion."
106,110,"Claim: Ferreira (right) is at Sunderland due to the prevailing political situation. Context: West Ham are exploring the possibility of signing Shakhtar Donetsk striker Facundo Ferreyra. The 23-year-old Argentine is unsettled at Shakhtar owing to the growing unrest in Ukraine. Wantaway: Ferreyra (right) is unsettled at Shakhtar owing to the current political climate London calling: West Ham are closely monitoring Ferreyra's situation Newcastle, Sunderland and QPR have also been offered the chance to take him on loan with view to a permanent deal. He has an Italian passport so would not need a work permit. West Ham aim to complete Carl Jenkinson's signing from Arsenal also."
106,111,"Claim: You never know what a 90-year-old man will not say, right? Context: (CNN) -- One-time Republican presidential nominee Bob Dole has his candidate for 2016: Mitt Romney. Dole, a 91-year-old former Senate majority leader and 1996 GOP presidential nominee, said as he introduced Romney, the party's 2012 nominee, during a campaign rally Monday: ""I want him to run again."" Dole and Romney were in Overland Park campaigning for Kansas Republican Sen. Pat Roberts, who faces a stiff challenge from independent businessman Greg Orman. Romney brushed off the remark. ""You never know what a 90-year-old is going to say, do you?"" he said. ""I'll tell ya."""
102,112,"Claim: Don't pay attention to the outdated stereotypes. Context: It's the land of Pope John Paul II, Frederic Chopin and really good cheese. To celebrate Poland's 25 years of independence, June 4, 2014, we asked readers to share their favorite things about the country. Don't pay attention to the outdated stereotypes. From gorgeous town squares to wise octogenarians to the uniquely Polish sense of humor, the list above is bound to make you start planning a trip to Poland this year. See all submissions for the best things about Poland in English and Polish via CNN iReport and Polish news network Kontakt24."
112,113,"Claim: A magnitude 5.6 earthquake hit Chile's central coast on 8:20 p.m., according to the US Geological Survey. Context: (CNN) -- A magnitude 5.6 earthquake hit Chile's central coast on Tuesday, according to the U.S. Geological Survey. The quake's epicenter was in the Coquimbo region, 100 miles north of the city of Valparaiso. It struck just after 8:20 p.m. (6:20 p.m. ET) at a depth of 14.6 miles. No tsunami warning had been issued, and there were no immediate reports of damage or injuries. Earthquakes do not frequently hit the area, and some communications problems were reported after the quake, Juan Carlos Ossandon of Radio Balneario de Los Vilos told CNN Chile."
111,114,"Claim: Using CNN's hashtag #Westgate6Months, here's a roundup of some of the tweets you shared with us. Context: (CNN) -- To mark six months since the attack on Nairobi's Westgate mall, CNN spoke with Dharmesh Bulsara, a volunteer who helped evacuate hostages during the September 2013 attack in Kenya. CNN also asked people on Twitter how they are moving on with their lives since the incident. While some tweeted expressions of hope and gratitude, others reflected on the impact it's had on their lives. Using CNN's hashtag #Westgate6Months, here's a roundup of some of the tweets you shared with us. Continue the conversation on Twitter or in the comments section below."
103,115,"Claim: In August: strong offshore quake in the Philippines. Context: (CNN) -- A 6.2-magnitude earthquake struck Saturday near the southern Philippine island of Mindanao, according to the U.S. Geological Survey. There were no immediate reports of damage or injuries, the state-run Philippines News Agency (PNA) reported. The temblor hit at 12:37 p.m. local time, 149 kilometers (93 miles) south of Davao, the USGS said. It struck at a depth of about 98 kilometers. No tsunami warning or watch has been issued. In August: Strong offshore quake in the Philippines Rescuers struggle to aid Philippines storm victims CNN's Salma Abdelaziz contributed to this report."
112,116,"Claim: Use CNN's tag #Westgate6Months, here isn't a review of some of the tweets you shared with us. Context: (CNN) -- To mark six months since the attack on Nairobi's Westgate mall, CNN spoke with Dharmesh Bulsara, a volunteer who helped evacuate hostages during the September 2013 attack in Kenya. CNN also asked people on Twitter how they are moving on with their lives since the incident. While some tweeted expressions of hope and gratitude, others reflected on the impact it's had on their lives. Using CNN's hashtag #Westgate6Months, here's a roundup of some of the tweets you shared with us. Continue the conversation on Twitter or in the comments section below."
108,117,Claim: The 28-year-old has many fans who aren't particularly keen on the Roma and Juventus. Context: Bayern Munich have expressed an interest in Manchester City's Aleksandar Kolarov. The 28-year-old has plenty of admirers with Roma and Juventus particularly keen. Wanted: Bayern Munich have expressed an interest in Manchester City left-back Aleksandar Kolarov (left) Kolarov is entering the final year of his contract after signing for City for Â£19 million in the summer of 2010. The Serbian established himself as Manuel Pellegrini's first-choice left-back last season with 44 appearances across all competitions. Composed: Kolarov scored from the penalty spot in City's 3-2 win over Bayern Munich in December 2013
110,118,"Claim: The cause of the collapse will be studied once the rescue phase is over, we added. Context: New Delhi (CNN) -- The death toll from Monday's building collapse in southern India has risen to 13, local officials said Tuesday. The three-storey hotel was located in Secunderabad, a city in Andhra Pradesh state, senior police official Anjani Kumar told CNN. Rescue operations are ongoing at the scene, he said. The cause of the collapse would be investigated once the rescue phase was over, he added. According to Municipal Commissioner M.T. Krishna Babu, another 21 people were injured. He said at least 19 people had been pulled from under the rubble."
104,119,"Claim: Middlesbrough want to sign Lambert to boost their promotion push . Context: By Simon Jones Aston Villa full-back Matthew Lowton is wanted on loan by Middlesbrough. The 25-year-old joined Villa from Sheffield United in 2012 when Paul Lambert took charge, and impressed initially but fell out with Lambert last season. On the move? Middlesbrough want to sign Matthew Lowton to boost their promotion push Getting stuck in: Is this a sign of things to come with Lowton touted for a move to the Championship? Boro have also agreed a deal with former Real Mallorca wing-back Emilio Nsue after the 24-year-old cancelled his contract."
