metric_type,metric_name,eval_type,data_task,model,eval_regime,fold,n_folds,fold_list,n_samples,n_unique_y_true,n_unique_y_pred,y_true_single,y_pred_single,y_true_distribution,y_pred_distribution,extra_classes_in_y_pred,score
Discriminative,balanced_accuracy,test,OneStop_RC,PostFusion,all,0,1,[0],2051,2,2,False,False,"{1: 1719, 0: 332}","{1: 1895, 0: 156}",,0.5300941987846675
Discriminative,balanced_accuracy,test,OneStop_RC,PostFusion,all,1,1,[1],1943,2,2,False,False,"{1: 1601, 0: 342}","{1: 1601, 0: 342}",,0.588363997647669
Discriminative,balanced_accuracy,test,OneStop_RC,PostFusion,all,2,1,[2],1782,2,2,False,False,"{1: 1456, 0: 326}","{1: 947, 0: 835}",,0.49670498213443
Discriminative,balanced_accuracy,test,OneStop_RC,PostFusion,all,3,1,[3],1782,2,2,False,False,"{1: 1456, 0: 326}","{1: 1693, 0: 89}",,0.49571689813254227
Discriminative,balanced_accuracy,test,OneStop_RC,PostFusion,all,4,1,[4],1890,2,2,False,False,"{1: 1475, 0: 415}","{0: 1094, 1: 796}",,0.5567857872166633
Discriminative,balanced_accuracy,test,OneStop_RC,PostFusion,all,5,1,[5],1673,2,2,False,False,"{1: 1362, 0: 311}","{1: 1289, 0: 384}",,0.5209664244467423
Discriminative,balanced_accuracy,test,OneStop_RC,PostFusion,all,6,1,[6],1782,2,2,False,False,"{1: 1419, 0: 363}","{1: 1699, 0: 83}",,0.4880517650073676
Discriminative,balanced_accuracy,test,OneStop_RC,PostFusion,all,7,1,[7],1674,2,2,False,False,"{1: 1323, 0: 351}","{1: 1618, 0: 56}",,0.507674864817722
Discriminative,balanced_accuracy,test,OneStop_RC,PostFusion,all,8,1,[8],1835,2,2,False,False,"{1: 1439, 0: 396}","{1: 1292, 0: 543}",,0.597923291286738
Discriminative,balanced_accuracy,test,OneStop_RC,PostFusion,all,9,1,[9],2052,2,2,False,False,"{1: 1750, 0: 302}","{0: 1325, 1: 727}",,0.49028382213812677
Discriminative,balanced_accuracy,test,OneStop_RC,PostFusion,seen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8746,2,2,False,False,"{1: 7110, 0: 1636}","{1: 6345, 0: 2401}",,0.5258938304464595
Discriminative,balanced_accuracy,test,OneStop_RC,PostFusion,unseen_subject_seen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8746,2,2,False,False,"{1: 7110, 0: 1636}","{1: 6484, 0: 2262}",,0.5311574317655838
Discriminative,balanced_accuracy,test,OneStop_RC,PostFusion,unseen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",972,2,2,False,False,"{1: 780, 0: 192}","{1: 728, 0: 244}",,0.49286858974358977
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,seen_subject_unseen_item,0,1,[0],960,2,2,False,False,"{1: 828, 0: 132}","{1: 935, 0: 25}",,0.5244290733421169
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,seen_subject_unseen_item,1,1,[1],960,2,2,False,False,"{1: 807, 0: 153}","{1: 912, 0: 48}",,0.5207984061034575
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,seen_subject_unseen_item,2,1,[2],863,2,2,False,False,"{1: 724, 0: 139}","{1: 823, 0: 40}",,0.5023898008664891
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,seen_subject_unseen_item,3,1,[3],720,2,1,False,True,"{1: 592, 0: 128}",{1: 720},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,seen_subject_unseen_item,4,1,[4],720,2,2,False,False,"{1: 583, 0: 137}","{1: 592, 0: 128}",,0.5434700955290406
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,seen_subject_unseen_item,5,1,[5],816,2,2,False,False,"{1: 618, 0: 198}","{1: 712, 0: 104}",,0.4858781994704325
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,seen_subject_unseen_item,6,1,[6],624,2,2,False,False,"{1: 516, 0: 108}","{1: 479, 0: 145}",,0.5778423772609819
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,seen_subject_unseen_item,7,1,[7],720,2,1,False,True,"{1: 579, 0: 141}",{1: 720},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,seen_subject_unseen_item,8,1,[8],624,2,1,False,True,"{1: 489, 0: 135}",{1: 624},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,seen_subject_unseen_item,9,1,[9],767,2,2,False,False,"{1: 583, 0: 184}","{1: 473, 0: 294}",,0.5517329778506973
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_seen_item,0,1,[0],732,2,2,False,False,"{1: 607, 0: 125}","{1: 594, 0: 138}",,0.5985700164744645
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_seen_item,1,1,[1],743,2,2,False,False,"{1: 620, 0: 123}","{1: 554, 0: 189}",,0.6106412273800157
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_seen_item,2,1,[2],774,2,2,False,False,"{1: 632, 0: 142}","{1: 607, 0: 167}",,0.6395525049028348
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_seen_item,3,1,[3],792,2,2,False,False,"{1: 641, 0: 151}","{1: 733, 0: 59}",,0.5276213697554525
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_seen_item,4,1,[4],780,2,2,False,False,"{1: 643, 0: 137}","{1: 542, 0: 238}",,0.6823909366450602
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_seen_item,5,1,[5],792,2,2,False,False,"{1: 634, 0: 158}","{1: 643, 0: 149}",,0.5327137323803058
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_seen_item,6,1,[6],803,2,2,False,False,"{1: 649, 0: 154}","{1: 592, 0: 211}",,0.6387299141536429
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_seen_item,7,1,[7],804,2,2,False,False,"{1: 636, 0: 168}","{1: 751, 0: 53}",,0.5411051212938005
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_seen_item,8,1,[8],798,2,2,False,False,"{1: 650, 0: 148}","{1: 766, 0: 32}",,0.5085654885654886
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_seen_item,9,1,[9],756,2,2,False,False,"{1: 604, 0: 152}","{1: 550, 0: 206}",,0.6835569884977344
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_unseen_item,0,1,[0],120,2,2,False,False,"{1: 102, 0: 18}","{1: 118, 0: 2}",,0.49019607843137253
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_unseen_item,1,1,[1],120,2,2,False,False,"{1: 93, 0: 27}","{1: 115, 0: 5}",,0.5209080047789725
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_unseen_item,2,1,[2],108,2,2,False,False,"{1: 94, 0: 14}","{1: 104, 0: 4}",,0.4787234042553192
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_unseen_item,3,1,[3],90,2,1,False,True,"{1: 72, 0: 18}",{1: 90},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_unseen_item,4,1,[4],90,2,2,False,False,"{1: 75, 0: 15}","{1: 74, 0: 16}",,0.5933333333333334
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_unseen_item,5,1,[5],102,2,2,False,False,"{1: 78, 0: 24}","{1: 87, 0: 15}",,0.5673076923076923
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_unseen_item,6,1,[6],78,2,2,False,False,"{1: 58, 0: 20}","{1: 64, 0: 14}",,0.6146551724137931
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_unseen_item,7,1,[7],90,2,1,False,True,"{1: 71, 0: 19}",{1: 90},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_unseen_item,8,1,[8],78,2,1,False,True,"{1: 59, 0: 19}",{1: 78},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_unseen_item,9,1,[9],96,2,2,False,False,"{1: 78, 0: 18}","{1: 59, 0: 37}",,0.6388888888888888
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,all,0,1,[0],1812,2,2,False,False,"{1: 1537, 0: 275}","{1: 1647, 0: 165}",,0.5599290234813982
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,all,1,1,[1],1823,2,2,False,False,"{1: 1520, 0: 303}","{1: 1581, 0: 242}",,0.5569534914017717
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,all,2,1,[2],1745,2,2,False,False,"{1: 1450, 0: 295}","{1: 1534, 0: 211}",,0.5700233781414378
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,all,3,1,[3],1602,2,2,False,False,"{1: 1305, 0: 297}","{1: 1543, 0: 59}",,0.514594218042494
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,all,4,1,[4],1590,2,2,False,False,"{1: 1301, 0: 289}","{1: 1208, 0: 382}",,0.6111495283106686
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,all,5,1,[5],1710,2,2,False,False,"{1: 1330, 0: 380}","{1: 1442, 0: 268}",,0.5092105263157894
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,all,6,1,[6],1505,2,2,False,False,"{1: 1223, 0: 282}","{1: 1135, 0: 370}",,0.612740151818282
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,all,7,1,[7],1614,2,2,False,False,"{1: 1286, 0: 328}","{1: 1561, 0: 53}",,0.52148370822744
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,all,8,1,[8],1500,2,2,False,False,"{1: 1198, 0: 302}","{1: 1468, 0: 32}",,0.5032283386217647
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,all,9,1,[9],1619,2,2,False,False,"{1: 1265, 0: 354}","{1: 1082, 0: 537}",,0.6167459413590586
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,seen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7774,2,2,False,False,"{1: 6319, 0: 1455}","{1: 6990, 0: 784}",,0.5259008314530607
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_seen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7774,2,2,False,False,"{1: 6316, 0: 1458}","{1: 6332, 0: 1442}",,0.5930963538069536
Discriminative,balanced_accuracy,val,OneStop_RC,Roberta,unseen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",972,2,2,False,False,"{1: 780, 0: 192}","{1: 879, 0: 93}",,0.5409855769230769
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,seen_subject_unseen_item,0,1,[0],1080,2,2,False,False,"{1: 913, 0: 167}","{1: 1036, 0: 44}",,0.5006952141718752
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,seen_subject_unseen_item,1,1,[1],971,2,2,False,False,"{1: 808, 0: 163}","{1: 786, 0: 185}",,0.5661483326246735
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,seen_subject_unseen_item,2,1,[2],810,2,2,False,False,"{1: 668, 0: 142}","{1: 749, 0: 61}",,0.5269250231930506
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,seen_subject_unseen_item,3,1,[3],810,2,1,False,True,"{1: 659, 0: 151}",{1: 810},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,seen_subject_unseen_item,4,1,[4],918,2,2,False,False,"{1: 697, 0: 221}","{1: 640, 0: 278}",,0.5598167972629953
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,seen_subject_unseen_item,5,1,[5],702,2,2,False,False,"{1: 579, 0: 123}","{1: 568, 0: 134}",,0.5074982096971229
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,seen_subject_unseen_item,6,1,[6],810,2,2,False,False,"{1: 646, 0: 164}","{1: 574, 0: 236}",,0.54288114475572
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,seen_subject_unseen_item,7,1,[7],702,2,1,False,True,"{1: 549, 0: 153}",{1: 702},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,seen_subject_unseen_item,8,1,[8],863,2,1,False,True,"{1: 655, 0: 208}",{1: 863},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,seen_subject_unseen_item,9,1,[9],1080,2,2,False,False,"{1: 936, 0: 144}","{1: 990, 0: 90}",,0.5360576923076923
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_seen_item,0,1,[0],851,2,2,False,False,"{1: 713, 0: 138}","{1: 708, 0: 143}",,0.6159420289855072
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_seen_item,1,1,[1],864,2,2,False,False,"{1: 699, 0: 165}","{1: 658, 0: 206}",,0.6148393809338015
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_seen_item,2,1,[2],882,2,2,False,False,"{1: 716, 0: 166}","{1: 706, 0: 176}",,0.6256899104799085
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_seen_item,3,1,[3],882,2,2,False,False,"{1: 722, 0: 160}","{1: 826, 0: 56}",,0.5413867728531856
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_seen_item,4,1,[4],870,2,2,False,False,"{1: 700, 0: 170}","{1: 609, 0: 261}",,0.6096638655462185
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_seen_item,5,1,[5],893,2,2,False,False,"{1: 725, 0: 168}","{1: 728, 0: 165}",,0.547504105090312
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_seen_item,6,1,[6],882,2,2,False,False,"{1: 702, 0: 180}","{1: 648, 0: 234}",,0.6230056980056979
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_seen_item,7,1,[7],894,2,2,False,False,"{1: 715, 0: 179}","{1: 842, 0: 52}",,0.5334882994100871
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_seen_item,8,1,[8],876,2,2,False,False,"{1: 706, 0: 170}","{1: 840, 0: 36}",,0.51464755874021
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_seen_item,9,1,[9],852,2,2,False,False,"{1: 712, 0: 140}","{1: 596, 0: 256}",,0.62365569823435
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_unseen_item,0,1,[0],120,2,2,False,False,"{1: 93, 0: 27}","{1: 114, 0: 6}",,0.515531660692951
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_unseen_item,1,1,[1],108,2,2,False,False,"{1: 94, 0: 14}","{1: 84, 0: 24}",,0.5364741641337386
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_unseen_item,2,1,[2],90,2,2,False,False,"{1: 72, 0: 18}","{1: 81, 0: 9}",,0.5416666666666666
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_unseen_item,3,1,[3],90,2,1,False,True,"{1: 75, 0: 15}",{1: 90},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_unseen_item,4,1,[4],102,2,2,False,False,"{1: 78, 0: 24}","{1: 70, 0: 32}",,0.703525641025641
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_unseen_item,5,1,[5],78,2,2,False,False,"{1: 58, 0: 20}","{1: 62, 0: 16}",,0.5637931034482758
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_unseen_item,6,1,[6],90,2,2,False,False,"{1: 71, 0: 19}","{1: 66, 0: 24}",,0.6645663454410675
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_unseen_item,7,1,[7],78,2,1,False,True,"{1: 59, 0: 19}",{1: 78},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_unseen_item,8,1,[8],96,2,1,False,True,"{1: 78, 0: 18}",{1: 96},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_unseen_item,9,1,[9],120,2,2,False,False,"{1: 102, 0: 18}","{1: 110, 0: 10}",,0.5490196078431373
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,all,0,1,[0],2051,2,2,False,False,"{1: 1719, 0: 332}","{1: 1858, 0: 193}",,0.549879272762954
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,all,1,1,[1],1943,2,2,False,False,"{1: 1601, 0: 342}","{1: 1528, 0: 415}",,0.5886315570312415
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,all,2,1,[2],1782,2,2,False,False,"{1: 1456, 0: 326}","{1: 1536, 0: 246}",,0.5788339344704376
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,all,3,1,[3],1782,2,2,False,False,"{1: 1456, 0: 326}","{1: 1726, 0: 56}",,0.5201893581878244
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,all,4,1,[4],1890,2,2,False,False,"{1: 1475, 0: 415}","{1: 1319, 0: 571}",,0.5889565039820298
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,all,5,1,[5],1673,2,2,False,False,"{1: 1362, 0: 311}","{1: 1358, 0: 315}",,0.5324730512628015
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,all,6,1,[6],1782,2,2,False,False,"{1: 1419, 0: 363}","{1: 1288, 0: 494}",,0.5888589916074061
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,all,7,1,[7],1674,2,2,False,False,"{1: 1323, 0: 351}","{1: 1622, 0: 52}",,0.5163963021105878
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,all,8,1,[8],1835,2,2,False,False,"{1: 1439, 0: 396}","{1: 1799, 0: 36}",,0.5052023009806192
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,all,9,1,[9],2052,2,2,False,False,"{1: 1750, 0: 302}","{1: 1696, 0: 356}",,0.582713339640492
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,seen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8746,2,2,False,False,"{1: 7110, 0: 1636}","{1: 7718, 0: 1028}",,0.5273333986705594
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_seen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8746,2,2,False,False,"{1: 7110, 0: 1636}","{1: 7161, 0: 1585}",,0.5832777966911853
Discriminative,balanced_accuracy,test,OneStop_RC,Roberta,unseen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",972,2,2,False,False,"{1: 780, 0: 192}","{1: 851, 0: 121}",,0.5619791666666667
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,0,1,[0],960,2,1,False,True,"{1: 828, 0: 132}",{1: 960},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,1,1,[1],960,2,1,False,True,"{1: 807, 0: 153}",{1: 960},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,2,1,[2],863,2,1,False,True,"{1: 724, 0: 139}",{1: 863},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,3,1,[3],720,2,1,False,True,"{1: 592, 0: 128}",{1: 720},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,4,1,[4],720,2,2,False,False,"{1: 583, 0: 137}","{1: 688, 0: 32}",,0.5221356938062626
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,5,1,[5],816,2,1,False,True,"{1: 618, 0: 198}",{1: 816},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,6,1,[6],624,2,1,False,True,"{1: 516, 0: 108}",{1: 624},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,7,1,[7],720,2,2,False,False,"{1: 579, 0: 141}","{1: 610, 0: 110}",,0.52847903575497
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,8,1,[8],624,2,2,False,False,"{1: 489, 0: 135}","{1: 581, 0: 43}",,0.5316518972960691
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,9,1,[9],767,2,1,False,True,"{1: 583, 0: 184}",{1: 767},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_seen_item,0,1,[0],732,2,2,False,False,"{1: 607, 0: 125}","{1: 700, 0: 32}",,0.5267018121911038
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_seen_item,1,1,[1],743,2,1,False,True,"{1: 620, 0: 123}",{1: 743},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_seen_item,2,1,[2],774,2,2,False,False,"{1: 632, 0: 142}","{1: 715, 0: 59}",,0.5999398288464967
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_seen_item,3,1,[3],792,2,1,False,True,"{1: 641, 0: 151}",{1: 792},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_seen_item,4,1,[4],780,2,2,False,False,"{1: 643, 0: 137}","{1: 732, 0: 48}",,0.5733559614489562
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_seen_item,5,1,[5],792,2,1,False,True,"{1: 634, 0: 158}",{1: 792},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_seen_item,6,1,[6],803,2,1,False,True,"{1: 649, 0: 154}",{1: 803},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_seen_item,7,1,[7],804,2,2,False,False,"{1: 636, 0: 168}","{1: 684, 0: 120}",,0.5975404312668463
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_seen_item,8,1,[8],798,2,2,False,False,"{1: 650, 0: 148}","{1: 659, 0: 139}",,0.6419334719334719
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_seen_item,9,1,[9],756,2,1,False,True,"{1: 604, 0: 152}",{1: 756},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_unseen_item,0,1,[0],120,2,1,False,True,"{1: 102, 0: 18}",{1: 120},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_unseen_item,1,1,[1],120,2,1,False,True,"{1: 93, 0: 27}",{1: 120},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_unseen_item,2,1,[2],108,2,1,False,True,"{1: 94, 0: 14}",{1: 108},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_unseen_item,3,1,[3],90,2,1,False,True,"{1: 72, 0: 18}",{1: 90},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_unseen_item,4,1,[4],90,2,2,False,False,"{1: 75, 0: 15}","{1: 85, 0: 5}",,0.5466666666666666
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_unseen_item,5,1,[5],102,2,1,False,True,"{1: 78, 0: 24}",{1: 102},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_unseen_item,6,1,[6],78,2,1,False,True,"{1: 58, 0: 20}",{1: 78},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_unseen_item,7,1,[7],90,2,2,False,False,"{1: 71, 0: 19}","{1: 77, 0: 13}",,0.6085989621942179
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_unseen_item,8,1,[8],78,2,2,False,False,"{1: 59, 0: 19}","{1: 72, 0: 6}",,0.5535236396074933
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_unseen_item,9,1,[9],96,2,1,False,True,"{1: 78, 0: 18}",{1: 96},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,all,0,1,[0],1812,2,2,False,False,"{1: 1537, 0: 275}","{1: 1780, 0: 32}",,0.5131685100845803
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,all,1,1,[1],1823,2,1,False,True,"{1: 1520, 0: 303}",{1: 1823},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,all,2,1,[2],1745,2,2,False,False,"{1: 1450, 0: 295}","{1: 1686, 0: 59}",,0.5490064289888954
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,all,3,1,[3],1602,2,1,False,True,"{1: 1305, 0: 297}",{1: 1602},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,all,4,1,[4],1590,2,2,False,False,"{1: 1301, 0: 289}","{1: 1505, 0: 85}",,0.5476809161970164
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,all,5,1,[5],1710,2,1,False,True,"{1: 1330, 0: 380}",{1: 1710},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,all,6,1,[6],1505,2,1,False,True,"{1: 1223, 0: 282}",{1: 1505},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,all,7,1,[7],1614,2,2,False,False,"{1: 1286, 0: 328}","{1: 1371, 0: 243}",,0.568142377574631
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,all,8,1,[8],1500,2,2,False,False,"{1: 1198, 0: 302}","{1: 1312, 0: 188}",,0.5853022145076231
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,all,9,1,[9],1619,2,1,False,True,"{1: 1265, 0: 354}",{1: 1619},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7774,2,2,False,False,"{1: 6319, 0: 1455}","{1: 7589, 0: 185}",,0.5086139059151231
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_seen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7774,2,2,False,False,"{1: 6316, 0: 1458}","{1: 7376, 0: 398}",,0.544892736542984
Discriminative,balanced_accuracy,val,OneStop_RC,RoberteyeFixation,unseen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",972,2,2,False,False,"{1: 780, 0: 192}","{1: 948, 0: 24}",,0.5203125
Discriminative,balanced_accuracy,test,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,0,1,[0],1080,2,1,False,True,"{1: 913, 0: 167}",{1: 1080},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,1,1,[1],971,2,1,False,True,"{1: 808, 0: 163}",{1: 971},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,RoberteyeFixation,seen_subject_unseen_item,2,1,[2],810,2,2,False,False,"{1: 668, 0: 142}","{1: 803, 0: 7}",,0.4990301087964915
